"OverallQual";"YearBuilt";"YearRemodAdd";"MasVnrArea";"Foundation";"BsmtFinType1";"BsmtFinSF1";"TotalBsmtSF";"HeatingQC";"1stFlrSF";"2ndFlrSF";"GrLivArea";"FullBath";"Fireplaces";"FireplaceQu";"GarageCars";"GarageArea";"WoodDeckSF";"OpenPorchSF";"SaleType";"SaleCondition";"SalePrice"
5;1924;1950;0;"BrkTil";"ALQ";784;784;"Gd";784;0;784;1;0;"NA";0;0;0;0;"WD";"Normal";109500
7;2001;2001;0;"PConc";"GLQ";20;1454;"Ex";1434;0;1434;2;1;"TA";2;527;290;39;"WD";"Normal";189000
5;1967;1967;0;"PConc";"LwQ";249;1013;"TA";1160;966;2126;2;0;"NA";2;538;486;0;"WD";"Abnorml";185000
7;2005;2005;0;"PConc";"Unf";0;600;"Ex";520;623;1223;2;0;"NA";2;480;0;166;"WD";"Normal";147400
6;1957;1957;387;"CBlock";"Rec";1040;1392;"TA";1392;0;1392;1;2;"Gd";2;458;0;0;"WD";"Normal";166000
7;2005;2005;0;"PConc";"Unf";0;600;"Ex";520;600;1200;2;0;"NA";2;480;0;166;"WD";"Normal";151000
7;2003;2003;223;"PConc";"GLQ";483;941;"Ex";941;888;1829;2;1;"TA";2;613;192;39;"WD";"Normal";237000
6;1964;1964;180;"CBlock";"Rec";196;1516;"TA";1516;0;1516;1;0;"NA";2;472;0;0;"WD";"Normal";167000
5;1961;1961;136;"CBlock";"Rec";572;1144;"Gd";1144;0;1144;1;0;"NA";2;456;0;0;"WD";"Normal";139950
4;1950;1995;0;"CBlock";"BLQ";442;1067;"TA";1067;0;1067;2;0;"NA";2;436;290;0;"WD";"Normal";128000
5;1948;1973;0;"BrkTil";"Rec";338;1559;"Gd";1559;0;1559;1;0;"NA";2;812;0;116;"COD";"Normal";153500
6;1973;1973;158;"CBlock";"BLQ";330;483;"TA";483;504;987;1;0;"NA";1;264;0;0;"WD";"Normal";100000
5;1995;2006;0;"PConc";"Unf";0;1099;"Ex";1099;0;1099;1;0;"NA";1;352;278;0;"WD";"Normal";144000
5;1946;1995;0;"CBlock";"BLQ";352;768;"Ex";768;432;1200;1;0;"NA";1;240;0;0;"WD";"Normal";130500
6;1925;1950;0;"BrkTil";"BLQ";156;672;"TA";810;672;1482;2;0;"NA";1;400;0;0;"WD";"Normal";140000
5;1904;2002;0;"PConc";"Unf";0;650;"Gd";958;581;1539;2;1;"Po";2;686;70;78;"WD";"Normal";157500
6;1966;1966;183;"CBlock";"Rec";312;1127;"TA";1165;0;1165;1;0;"NA";2;490;0;129;"WD";"Normal";174900
5;1961;1961;0;"CBlock";"Unf";0;1800;"Ex";1800;0;1800;2;0;"NA";0;0;0;0;"WD";"Normal";141000
5;1915;1950;0;"BrkTil";"Unf";0;876;"Gd";876;540;1416;1;1;"Gd";3;720;418;0;"WD";"Normal";153900
5;1975;1981;0;"CBlock";"ALQ";1390;1390;"TA";1701;0;1701;2;2;"TA";2;611;0;0;"WD";"Normal";171000
7;1993;1993;137;"PConc";"ALQ";513;740;"Ex";1006;769;1775;2;1;"TA";2;425;234;72;"WD";"Normal";213000
5;1972;1972;0;"CBlock";"BLQ";460;864;"Ex";864;0;864;1;1;"Fa";1;338;0;0;"WD";"Normal";133500
6;1908;1997;0;"BrkTil";"Unf";0;907;"TA";1307;1051;2358;3;1;"Gd";2;360;486;40;"WD";"Normal";240000
6;1976;1994;360;"CBlock";"Unf";0;528;"Ex";1094;761;1855;2;1;"TA";2;512;113;100;"WD";"Normal";187000
6;2003;2003;170;"PConc";"GLQ";659;848;"Ex";848;0;848;1;0;"NA";2;420;140;0;"WD";"Normal";131500
8;2003;2003;40;"PConc";"Unf";0;1273;"Ex";1456;0;1456;2;1;"TA";2;400;143;20;"WD";"Normal";215000
7;1941;1950;0;"CBlock";"Rec";364;918;"Gd";918;728;1646;2;2;"Gd";1;240;0;0;"WD";"Normal";164000
6;1964;1964;115;"CBlock";"Rec";564;1127;"TA";1445;0;1445;1;1;"Fa";2;645;180;0;"WD";"Normal";158000
5;1955;1974;0;"CBlock";"ALQ";306;1763;"TA";1779;0;1779;1;1;"Gd";2;454;0;418;"WD";"Abnorml";170000
5;1962;2010;0;"CBlock";"ALQ";659;1040;"Ex";1040;0;1040;1;0;"NA";1;260;0;104;"WD";"Normal";127000
6;1978;1978;0;"CBlock";"GLQ";505;940;"TA";1026;0;1026;1;0;"NA";2;576;0;0;"WD";"Normal";147000
6;1994;1995;0;"PConc";"Unf";0;702;"Gd";702;779;1481;2;1;"TA";2;343;0;36;"WD";"Normal";174000
7;1976;1976;189;"CBlock";"Unf";0;1090;"TA";1370;0;1370;2;1;"TA";2;479;0;0;"WD";"Family";152000
6;1968;1984;220;"CBlock";"BLQ";619;1054;"TA";1512;1142;2654;2;1;"Gd";2;619;0;65;"WD";"Normal";250000
7;1918;1998;0;"BrkTil";"Unf";0;912;"Gd";912;514;1426;1;1;"Gd";1;216;0;240;"WD";"Normal";189950
5;1965;1965;0;"PConc";"BLQ";841;1039;"Ex";1039;0;1039;1;0;"NA";2;504;0;0;"WD";"Normal";131500
6;1984;1985;0;"PConc";"GLQ";338;1040;"TA";1097;0;1097;2;0;"NA";2;480;0;0;"WD";"Normal";152000
5;1959;1959;0;"CBlock";"BLQ";1148;1148;"TA";1148;0;1148;1;0;"NA";1;672;0;0;"WD";"Normal";132500
7;2007;2008;0;"PConc";"Unf";0;1372;"Ex";1372;0;1372;2;0;"NA";2;529;0;140;"New";"Partial";250580
5;1970;1970;76;"CBlock";"BLQ";828;1002;"TA";1002;0;1002;1;0;"NA";2;902;0;0;"WD";"Normal";148500
8;2006;2007;274;"PConc";"Unf";0;1638;"Ex";1646;0;1646;2;1;"Gd";3;870;192;80;"New";"Partial";248900
4;1961;1961;0;"CBlock";"ALQ";932;1040;"TA";1120;0;1120;1;0;"NA";2;544;168;0;"WD";"Normal";129000
5;1948;1950;0;"Slab";"NA";0;0;"Gd";1547;720;2320;2;1;"TA";2;672;120;144;"WD";"Normal";169000
7;1993;1994;246;"PConc";"GLQ";750;1050;"Ex";1062;887;1949;2;1;"TA";2;574;156;90;"WD";"Normal";236000
5;1962;1962;0;"CBlock";"Unf";0;894;"Gd";894;0;894;1;0;"NA";1;308;0;0;"WD";"Normal";109500
6;1998;1998;116;"PConc";"GLQ";505;804;"Ex";804;878;1682;2;0;"NA";2;523;0;77;"WD";"Normal";200500
5;1953;1996;0;"Stone";"Unf";0;105;"Gd";910;0;910;1;0;"NA";2;414;196;0;"WD";"Normal";116000
5;1949;1950;0;"CBlock";"Rec";375;832;"Gd";1036;0;1268;1;1;"Gd";1;288;0;28;"WD";"Normal";133000
5;1941;1950;0;"CBlock";"Unf";0;676;"Ex";676;455;1131;1;0;"NA";1;200;26;0;"WD";"Abnorml";66500
8;2007;2007;0;"PConc";"GLQ";64;1184;"Ex";1184;1426;2610;2;1;"Gd";2;550;208;364;"New";"Partial";303477
4;1963;1963;0;"PConc";"ALQ";633;1064;"Gd";1040;0;1040;1;0;"NA";2;648;0;0;"WD";"Normal";132250
9;2004;2005;216;"PConc";"GLQ";1170;1462;"Ex";1462;762;2224;2;1;"Gd";3;738;184;0;"WD";"Normal";350000
5;1961;1995;0;"CBlock";"ALQ";899;1109;"TA";1155;0;1155;1;0;"NA";2;576;192;0;"WD";"Normal";148000
5;1978;2005;90;"CBlock";"ALQ";646;864;"Ex";864;0;864;1;0;"NA";1;336;0;0;"WD";"Normal";136500
5;2005;2006;0;"PConc";"ALQ";980;1090;"Gd";1090;0;1090;1;0;"NA";2;450;0;49;"WD";"Normal";157000
7;1990;1991;117;"CBlock";"LwQ";902;1156;"Ex";1187;530;1717;2;1;"TA";2;400;168;36;"WD";"Normal";187500
6;1992;1993;0;"PConc";"Unf";0;808;"Gd";808;785;1593;2;1;"TA";2;389;342;40;"WD";"Normal";178000
4;1912;1950;0;"PConc";"Unf";0;795;"TA";954;795;2230;1;0;"NA";1;440;0;188;"WD";"Normal";118500
5;1967;1967;60;"CBlock";"BLQ";432;892;"TA";892;0;892;1;0;"NA";1;288;0;0;"WD";"Normal";100000
9;1999;2000;60;"PConc";"GLQ";1238;1698;"Ex";1709;0;1709;2;1;"TA";2;506;97;65;"CWD";"Abnorml";328900
5;1959;2005;122;"CBlock";"LwQ";528;1626;"Ex";1712;0;1712;2;0;"NA";2;588;272;54;"WD";"Family";145000
5;1955;1955;0;"PConc";"Unf";0;816;"TA";872;521;1393;1;0;"NA";1;300;121;0;"WD";"Normal";135500
8;1970;1970;0;"PConc";"ALQ";351;2217;"Ex";2217;0;2217;2;1;"TA";2;621;81;207;"WD";"Normal";268000
6;1953;1953;90;"CBlock";"BLQ";1024;1505;"Ex";1505;0;1505;1;1;"TA";2;505;0;0;"WD";"Normal";149500
5;1949;2006;0;"CBlock";"Unf";0;672;"Ex";672;252;924;1;1;"Po";2;576;0;0;"WD";"Normal";122900
6;1978;1978;92;"CBlock";"LwQ";226;918;"Gd";918;765;1683;2;1;"TA";2;440;243;0;"WD";"Normal";172500
6;1963;2003;0;"CBlock";"GLQ";663;1059;"TA";1068;0;1068;1;0;"NA";1;264;192;0;"WD";"Normal";154500
5;1954;1954;0;"PConc";"BLQ";1064;1383;"TA";1383;0;1383;1;1;"Gd";1;354;511;116;"WD";"Normal";165000
5;1979;1979;0;"Slab";"NA";0;0;"TA";1535;0;1535;2;0;"NA";2;400;0;0;"WD";"Alloca";118858
6;1963;1963;415;"CBlock";"BLQ";400;780;"TA";983;813;1796;1;1;"TA";2;483;0;50;"WD";"Normal";140000
4;1936;1950;0;"BrkTil";"ALQ";285;951;"Ex";951;0;951;1;0;"NA";1;327;0;28;"WD";"Abnorml";106500
5;1979;1979;0;"Slab";"NA";0;0;"TA";1120;1120;2240;2;0;"NA";2;528;154;0;"WD";"Alloca";142953
9;2009;2010;760;"PConc";"GLQ";2188;2330;"Ex";2364;0;2364;2;2;"Gd";3;820;0;67;"New";"Partial";611657
5;1961;1994;0;"CBlock";"BLQ";465;912;"TA";1236;0;1236;1;1;"TA";1;288;0;0;"WD";"Normal";135000
4;1971;1971;0;"CBlock";"ALQ";322;858;"TA";858;0;858;1;0;"NA";1;684;0;0;"WD";"Normal";110000
5;1957;2000;0;"CBlock";"BLQ";860;992;"TA";1306;0;1306;1;0;"NA";1;756;0;0;"WD";"Normal";153000
7;2003;2003;0;"PConc";"Unf";0;783;"Ex";807;702;1509;2;1;"Gd";2;393;0;75;"WD";"Normal";180000
7;2006;2006;27;"PConc";"Unf";0;1670;"Ex";1670;0;1670;2;1;"Gd";3;690;144;60;"New";"Partial";240000
5;1967;1967;75;"CBlock";"GLQ";599;876;"TA";902;0;902;1;0;"NA";1;288;0;0;"WD";"Normal";125500
5;1954;1954;110;"CBlock";"Rec";354;1056;"TA";1063;0;1063;1;0;"NA";1;280;0;0;"WD";"Normal";128000
8;2006;2006;208;"PConc";"GLQ";63;1623;"Ex";1636;0;1636;2;1;"Gd";3;865;0;60;"WD";"Normal";255000
7;1936;1987;0;"CBlock";"Rec";223;1017;"Gd";1020;1037;2057;1;1;"Gd";1;180;0;0;"WD";"Normal";250000
5;1983;1983;0;"CBlock";"BLQ";301;864;"TA";902;0;902;1;0;"NA";2;484;164;0;"WD";"Normal";131000
6;2005;2005;0;"PConc";"Unf";0;742;"Ex";742;742;1484;2;1;"Gd";2;390;36;24;"WD";"Normal";174000
5;1960;1960;361;"CBlock";"Rec";443;1105;"TA";1105;1169;2274;2;0;"NA";2;480;0;0;"WD";"Normal";154300
5;1977;1989;0;"CBlock";"ALQ";196;1268;"TA";1268;0;1268;1;0;"NA";1;252;173;0;"WD";"Normal";143500
5;1925;1950;0;"BrkTil";"Rec";489;768;"TA";1015;0;1015;1;0;"NA";1;450;0;0;"WD";"Abnorml";88000
5;1949;1950;0;"CBlock";"BLQ";284;1001;"TA";1001;1001;2002;2;0;"NA";3;871;0;0;"WD";"Normal";145000
6;2009;2009;76;"PConc";"GLQ";294;612;"Ex";612;612;1224;2;0;"NA";2;528;0;234;"New";"Partial";173733
4;1970;1970;80;"CBlock";"Unf";0;546;"Fa";546;546;1092;1;0;"NA";1;286;0;0;"WD";"Normal";75000
2;1949;1950;0;"CBlock";"BLQ";50;480;"TA";480;0;480;0;0;"NA";1;308;0;0;"WD";"Abnorml";35311
4;1956;1956;0;"CBlock";"ALQ";1059;1134;"Ex";1229;0;1229;1;0;"NA";1;284;0;0;"WD";"Normal";135000
7;1991;1991;0;"PConc";"BLQ";48;1104;"Ex";912;1215;2127;2;1;"TA";3;833;72;192;"WD";"Normal";238000
6;1958;2002;0;"CBlock";"ALQ";528;1184;"Ex";1414;0;1414;1;1;"TA";2;601;0;51;"WD";"Normal";176500
6;1994;1994;105;"PConc";"GLQ";814;928;"Ex";936;785;1721;2;0;"NA";2;471;300;87;"WD";"Normal";201000
5;1900;2003;0;"CBlock";"ALQ";1084;1272;"Gd";1272;928;2200;2;0;"NA";0;0;0;70;"WD";"Normal";145900
6;2005;2006;0;"PConc";"GLQ";28;1316;"Ex";1316;0;1316;2;1;"Gd";2;397;100;0;"New";"Partial";169990
6;1993;1994;0;"PConc";"LwQ";165;1604;"Ex";1617;0;1617;2;1;"Fa";2;533;0;69;"WD";"Normal";193000
6;1980;1980;157;"CBlock";"BLQ";625;1686;"TA";1686;0;1686;2;1;"TA";2;612;384;131;"WD";"Normal";207500
5;1977;1977;0;"PConc";"ALQ";767;1126;"TA";1126;0;1126;2;0;"NA";2;540;180;0;"WD";"Abnorml";175000
8;2003;2004;340;"PConc";"Unf";0;1181;"Ex";1234;1140;2374;2;1;"Gd";3;656;104;100;"WD";"Normal";285000
7;1968;1968;342;"CBlock";"BLQ";552;832;"Gd";1098;880;1978;2;1;"Gd";2;486;0;43;"WD";"Normal";176000
8;2001;2001;0;"PConc";"Unf";0;1753;"Ex";1788;0;1788;2;1;"TA";2;522;202;151;"WD";"Normal";236500
7;1997;1997;285;"PConc";"Unf";0;964;"Gd";993;1243;2236;2;1;"TA";2;642;0;0;"WD";"Normal";222000
8;2007;2007;0;"PConc";"GLQ";16;1466;"Ex";1466;0;1466;2;0;"NA";3;610;100;18;"WD";"Normal";201000
5;1965;1965;0;"CBlock";"BLQ";338;925;"Ex";925;0;925;1;0;"NA";1;429;0;0;"WD";"Normal";117500
9;2006;2006;302;"PConc";"Unf";0;1905;"Ex";1905;0;1905;2;1;"Gd";3;788;0;191;"WD";"Normal";320000
7;2004;2004;210;"PConc";"GLQ";20;1500;"Ex";1500;0;1500;2;0;"NA";2;570;192;36;"WD";"Normal";190000
7;1960;2007;0;"CBlock";"GLQ";425;585;"Ex";2069;0;2069;2;1;"Gd";2;505;0;0;"WD";"Normal";242000
4;1926;1953;108;"PConc";"Unf";0;600;"Gd";747;0;747;1;0;"NA";2;528;0;0;"WD";"Normal";79900
7;2003;2003;104;"PConc";"GLQ";833;1176;"Ex";1200;0;1200;2;0;"NA";2;555;0;41;"WD";"Normal";184900
7;2005;2005;0;"PConc";"GLQ";341;1113;"Ex";1113;858;1971;2;1;"Gd";2;689;0;48;"WD";"Normal";253000
7;2006;2006;0;"PConc";"GLQ";464;1391;"Ex";1391;571;1962;2;0;"NA";3;868;0;90;"New";"Partial";239799
7;1940;1950;0;"CBlock";"Unf";0;1032;"Ex";1207;1196;2403;2;2;"TA";1;349;56;0;"COD";"Normal";244400
6;1976;1976;0;"CBlock";"Rec";936;1728;"TA";1728;0;1728;2;0;"NA";2;574;40;0;"WD";"Normal";150900
7;1999;1999;298;"PConc";"ALQ";772;992;"Ex";1022;1038;2060;2;1;"TA";2;390;0;0;"WD";"Normal";214000
4;1977;1977;0;"PConc";"GLQ";1440;1440;"TA";1440;0;1440;2;0;"NA";0;0;321;0;"Oth";"Abnorml";150000
5;1967;1967;0;"CBlock";"Unf";0;1632;"TA";1632;0;1632;2;0;"NA";2;576;0;0;"WD";"Normal";143000
6;1958;1958;541;"CBlock";"GLQ";111;819;"Gd";1344;0;1344;1;1;"Gd";2;525;0;118;"COD";"Abnorml";137500
5;1890;1996;0;"BrkTil";"LwQ";1088;1088;"TA";1188;561;1869;1;0;"NA";2;456;48;0;"WD";"Normal";124900
5;1959;1959;128;"CBlock";"ALQ";748;1144;"TA";1144;0;1144;1;1;"TA";1;796;86;0;"WD";"Normal";143000
8;2002;2003;236;"PConc";"GLQ";1300;1616;"Ex";1629;0;1629;2;1;"Gd";3;808;0;252;"WD";"Normal";270000
7;2002;2002;144;"PConc";"Unf";0;936;"Ex";936;840;1776;2;1;"TA";2;474;144;96;"WD";"Normal";192500
6;1972;2006;0;"CBlock";"ALQ";982;1161;"TA";1381;0;1381;1;1;"TA";2;676;0;0;"WD";"Normal";197500
5;1950;2002;0;"CBlock";"ALQ";398;864;"Gd";864;0;864;1;0;"NA";2;720;194;0;"WD";"Normal";129000
5;1965;1965;0;"CBlock";"BLQ";641;828;"Gd";965;0;965;1;0;"NA";1;300;421;0;"WD";"Abnorml";119900
5;1972;2003;0;"CBlock";"GLQ";660;768;"Gd";768;0;768;1;0;"NA";1;396;192;0;"WD";"Normal";133900
5;1969;1969;232;"CBlock";"ALQ";562;784;"Ex";1168;800;1968;2;1;"Po";2;530;305;189;"WD";"Normal";172000
6;1975;1975;250;"CBlock";"GLQ";945;945;"TA";980;0;980;2;0;"NA";0;0;0;0;"WD";"AdjLand";127500
6;1946;1950;423;"CBlock";"Rec";484;979;"TA";979;979;1958;2;0;"NA";2;492;0;0;"WD";"Normal";145000
6;1980;1980;0;"CBlock";"ALQ";285;561;"TA";561;668;1229;1;1;"TA";2;462;150;0;"WD";"Normal";124000
5;1962;1962;0;"CBlock";"Rec";417;1057;"TA";1057;0;1057;1;0;"NA";2;576;0;0;"WD";"Normal";132000
7;2003;2003;0;"PConc";"GLQ";699;1337;"Ex";1337;0;1337;2;0;"NA";2;531;0;39;"WD";"Normal";185000
7;1999;1999;0;"PConc";"ALQ";604;696;"Ex";696;720;1416;2;0;"NA";2;484;0;44;"WD";"Normal";155000
5;1958;2008;0;"CBlock";"BLQ";696;858;"Gd";858;0;858;1;0;"NA";0;0;117;0;"WD";"Normal";116500
6;1977;1995;424;"CBlock";"ALQ";896;1330;"TA";1542;1330;2872;2;1;"TA";2;619;550;282;"WD";"Normal";272000
6;1976;1976;0;"CBlock";"ALQ";556;804;"TA";804;744;1548;2;1;"TA";2;440;48;0;"WD";"Normal";155000
9;2007;2007;0;"PConc";"Unf";0;1800;"Ex";1800;0;1800;2;0;"NA";2;702;288;136;"WD";"Normal";239000
7;2002;2003;44;"PConc";"GLQ";624;817;"Ex";824;1070;1894;2;1;"Gd";2;510;0;40;"WD";"Normal";214900
6;2005;2007;0;"PConc";"Unf";0;783;"Ex";783;701;1484;2;1;"Gd";2;393;0;72;"New";"Partial";178900
5;1940;1950;0;"BrkTil";"Rec";428;728;"Ex";976;332;1308;1;2;"TA";1;256;0;70;"WD";"Normal";160000
5;1955;1955;151;"CBlock";"ALQ";902;1098;"TA";1098;0;1098;1;0;"NA";1;260;0;0;"WD";"Normal";135000
3;1910;1950;0;"BrkTil";"Unf";0;600;"Fa";600;368;968;1;0;"NA";0;0;0;0;"WD";"Abnorml";37900
6;1958;1958;105;"CBlock";"ALQ";513;588;"TA";1095;0;1095;1;0;"NA";1;264;0;0;"ConLD";"Normal";140000
4;1949;1950;0;"CBlock";"Unf";0;720;"TA";720;472;1192;1;0;"NA";0;0;0;0;"WD";"Abnorml";135000
7;2003;2004;106;"PConc";"GLQ";567;764;"Ex";764;862;1626;2;0;"NA";2;474;0;27;"WD";"Normal";173000
6;1979;1979;0;"CBlock";"Unf";0;918;"TA";918;0;918;2;1;"TA";1;264;28;0;"WD";"Normal";99500
7;2007;2008;104;"PConc";"Unf";0;1428;"Ex";1428;0;1428;2;0;"NA";2;480;0;120;"New";"Partial";182000
7;1910;1993;0;"BrkTil";"Unf";0;728;"TA";1136;883;2019;1;0;"NA";2;532;509;135;"WD";"Normal";167500
7;2000;2000;0;"PConc";"GLQ";641;673;"Ex";673;709;1382;2;0;"NA";2;490;153;50;"WD";"Normal";165000
4;1923;1958;0;"PConc";"Unf";0;440;"TA";869;0;869;1;0;"NA";0;0;0;0;"WD";"Normal";85500
7;2006;2007;104;"PConc";"GLQ";1106;1241;"Ex";1241;0;1241;1;0;"NA";2;569;0;116;"New";"Partial";199900
4;1954;1954;0;"CBlock";"LwQ";552;894;"Ex";894;0;894;1;0;"NA";2;400;0;0;"WD";"Abnorml";110000
5;1963;1963;0;"PConc";"Rec";651;1121;"TA";1121;0;1121;1;0;"NA";2;480;0;80;"WD";"Normal";139000
7;1961;2007;210;"CBlock";"ALQ";867;944;"Gd";999;0;999;1;0;"NA";2;588;144;76;"WD";"Normal";178400
8;1998;1999;975;"PConc";"GLQ";854;1225;"Ex";1276;1336;2612;2;1;"TA";3;676;250;0;"WD";"Normal";336000
7;2007;2007;16;"PConc";"Unf";0;1266;"Ex";1266;0;1266;2;1;"Gd";2;388;100;16;"WD";"Normal";159895
8;2002;2002;0;"PConc";"Unf";0;1128;"Ex";1149;1141;2290;2;1;"Gd";2;779;0;0;"WD";"Normal";255900
5;1977;1977;0;"CBlock";"NA";0;0;"TA";1302;432;1734;2;0;"NA";2;539;0;0;"COD";"Normal";126000
5;1950;1950;0;"CBlock";"ALQ";1040;1164;"TA";1164;0;1164;1;0;"NA";1;240;0;48;"ConLD";"Normal";125000
6;1910;2003;0;"CBlock";"Unf";0;485;"Gd";1001;634;1635;1;0;"NA";1;255;394;0;"WD";"Normal";117000
9;2009;2010;450;"PConc";"GLQ";1646;1930;"Ex";1940;0;1940;2;1;"Gd";3;606;168;95;"New";"Partial";395192
6;1976;1976;298;"CBlock";"LwQ";156;848;"TA";1118;912;2030;2;1;"TA";2;551;0;224;"WD";"Normal";195000
7;2006;2006;0;"PConc";"Unf";0;770;"Ex";778;798;1576;2;0;"NA";2;614;0;50;"New";"Partial";197000
8;1997;1998;423;"PConc";"GLQ";1074;1396;"Ex";1407;985;2392;2;1;"TA";3;870;0;70;"WD";"Normal";348000
8;1882;1986;0;"BrkTil";"BLQ";216;916;"Gd";916;826;1742;1;1;"Gd";2;424;0;169;"WD";"Normal";168000
6;1964;1993;340;"CBlock";"BLQ";536;822;"Gd";1020;831;1851;2;1;"Fa";2;440;239;42;"WD";"Normal";187000
6;2005;2006;0;"PConc";"Unf";0;750;"Ex";750;750;1500;2;0;"NA";2;564;0;35;"New";"Partial";173900
10;2006;2007;230;"PConc";"GLQ";1172;1700;"Ex";1718;0;1718;2;1;"Gd";3;786;216;48;"WD";"Normal";337500
4;1946;1950;0;"CBlock";"ALQ";384;747;"TA";774;456;1230;1;0;"NA";1;305;0;57;"WD";"Abnorml";121600
5;1961;1961;0;"CBlock";"Rec";915;1050;"TA";1050;0;1050;1;0;"NA";1;368;0;319;"COD";"Normal";136500
6;1970;1970;571;"CBlock";"Unf";0;1442;"TA";1442;0;1442;2;1;"TA";2;615;371;0;"WD";"Normal";185000
3;1922;1950;0;"BrkTil";"Unf";0;1007;"Fa";1077;0;1077;1;1;"Gd";1;210;0;100;"WD";"Normal";91000
7;2006;2006;24;"PConc";"GLQ";686;1187;"Ex";1208;0;1208;2;0;"NA";2;632;105;61;"WD";"Normal";206000
3;1952;1952;0;"Slab";"NA";0;0;"Fa";944;0;944;1;0;"NA";2;528;0;0;"WD";"Normal";82000
5;1920;1950;0;"BrkTil";"Unf";0;691;"Ex";691;0;691;1;0;"NA";1;216;0;20;"WD";"Abnorml";86000
8;2006;2006;53;"PConc";"GLQ";24;1574;"Ex";1574;0;1574;2;1;"Gd";3;824;144;104;"WD";"Normal";232000
5;1976;1976;164;"CBlock";"Unf";0;1680;"Fa";1680;0;1680;2;0;"NA";2;528;0;0;"WD";"Normal";136905
7;2005;2006;16;"PConc";"GLQ";16;1346;"Ex";1504;0;1504;2;1;"Gd";2;457;156;0;"WD";"Normal";181000
5;1977;1977;220;"CBlock";"GLQ";595;985;"TA";985;0;985;2;0;"NA";1;328;210;0;"WD";"Normal";149900
6;1970;1970;0;"CBlock";"LwQ";1237;1657;"Gd";1657;0;1657;2;1;"TA";2;484;0;0;"WD";"Normal";163500
4;1970;1970;0;"CBlock";"BLQ";273;546;"TA";546;546;1092;1;0;"NA";1;286;238;0;"WD";"Normal";88000
7;2004;2005;108;"PConc";"Unf";0;1710;"Ex";1710;0;1710;2;1;"Gd";2;550;100;48;"WD";"Normal";240000
5;1926;1950;0;"BrkTil";"Unf";0;1008;"Ex";1008;0;1522;2;0;"NA";0;0;0;0;"WD";"Normal";102000
5;1948;1950;0;"CBlock";"Unf";0;720;"TA";720;551;1271;2;1;"Gd";1;312;0;0;"WD";"Normal";135000
5;1965;1965;0;"CBlock";"NA";0;0;"TA";1664;0;1664;2;0;"NA";0;0;0;0;"WD";"Normal";100000
6;1923;1996;0;"PConc";"Unf";0;602;"TA";900;602;1502;1;2;"TA";1;180;96;0;"WD";"Normal";165000
5;1910;2006;0;"BrkTil";"ALQ";247;1022;"TA";1022;0;1022;1;0;"NA";1;280;0;30;"WD";"Normal";85000
6;1948;1950;206;"CBlock";"BLQ";336;1082;"TA";1082;0;1082;1;1;"Gd";1;240;0;130;"WD";"Normal";119200
8;2001;2001;0;"PConc";"GLQ";643;810;"Ex";810;855;1665;2;0;"NA";2;528;0;45;"WD";"Normal";227000
7;1996;1996;196;"PConc";"GLQ";690;1504;"Ex";1504;0;1504;2;1;"TA";2;478;115;66;"WD";"Normal";203000
8;1984;1984;0;"CBlock";"GLQ";1036;1220;"Gd";1360;0;1360;1;1;"Ex";2;565;63;0;"COD";"Abnorml";187500
7;1991;1992;76;"PConc";"Unf";0;384;"Gd";802;670;1472;2;1;"TA";2;402;164;0;"WD";"Normal";160000
7;2005;2005;145;"PConc";"GLQ";16;1362;"Ex";1506;0;1506;2;1;"Gd";2;440;142;20;"WD";"Normal";213490
4;2005;2005;0;"PConc";"GLQ";1024;1132;"Ex";1132;0;1132;1;0;"NA";2;451;252;64;"WD";"Normal";176000
7;2006;2006;84;"PConc";"GLQ";684;1199;"Ex";1220;0;1220;2;0;"NA";2;632;105;54;"New";"Partial";194000
5;1930;1950;0;"CBlock";"LwQ";324;912;"Gd";912;336;1248;1;0;"NA";1;160;0;0;"WD";"Normal";87000
7;2005;2006;14;"PConc";"GLQ";16;1346;"Ex";1504;0;1504;2;1;"Gd";2;437;156;20;"WD";"Normal";191000
8;1976;1976;0;"CBlock";"ALQ";1165;1565;"TA";2898;0;2898;2;1;"Gd";2;665;0;72;"COD";"Abnorml";287000
5;1972;1972;0;"CBlock";"LwQ";138;882;"TA";882;0;882;1;0;"NA";2;461;96;0;"WD";"Normal";112500
5;1960;1960;324;"CBlock";"Rec";697;1268;"TA";1264;0;1264;1;2;"Gd";2;461;0;0;"WD";"Normal";167500
8;2007;2008;338;"PConc";"GLQ";1513;1638;"Ex";1646;0;1646;2;1;"Gd";3;800;192;44;"New";"Partial";293077
5;1941;1950;0;"CBlock";"Rec";368;768;"TA";968;408;1376;1;1;"Gd";1;240;0;0;"WD";"Normal";105000
6;1972;1972;281;"CBlock";"BLQ";317;672;"Gd";672;546;1218;1;0;"NA";1;264;0;28;"WD";"Normal";118000
5;1916;1995;0;"PConc";"Unf";0;686;"Gd";948;980;1928;2;0;"NA";0;0;0;0;"WD";"Normal";160000
7;1920;1970;0;"BrkTil";"GLQ";523;824;"Ex";1687;998;3082;2;2;"TA";2;672;136;63;"WD";"Normal";197000
8;1993;1993;0;"PConc";"GLQ";1012;1338;"Ex";1352;1168;2520;2;1;"TA";3;796;209;55;"WD";"Abnorml";310000
